카드명,카드사,연회비_국내,연회비_해외,전월실적_기준,주요혜택
go 캐시백 글로벌 체크카드,우체국,0,0,300000,해외전가맹점: 7%캐시백 | 간편결제: 5%캐시백 | 배달앱: 5%캐시백
GOLD FOR LOTTE DEPARTMENT STORE,현대카드,150000,150000,500000,국내외 가맹점: 1%적립 | 롯데백화점: 10%적립 | 공항라운지: 연 10회무료 이용
GOODGAME 체크카드,NH농협카드,0,0,200000,앱마켓: 10%할인 | 스팀(Steam): 10%할인 | PC방: 10%할인
GS Prime 신한카드,신한카드,15000,18000,0,GS리테일: 2%적립 | 일반가맹점: 0.3%적립 | 전월실적·적립한도: 제한 없음
GS Prime 신한카드 체크,신한카드,0,0,0,GS리테일: 1%적립 | 일반가맹점: 0.1%적립 | 전월실적·적립한도: 제한 없음
GS SHOP KB국민카드,KB국민카드,25000,25000,400000,GS SHOP: 12%할인 | 편의점: 10%할인 | 이동통신: 5%할인
GS리테일 NH농협카드,NH농협카드,12000,12000,0,GS리테일 점내: 2%포인트적립 | 국내 전가맹점: 1%포인트적립 | 해외 전가맹점: 2%포인트적립
H.Point KB국민카드,KB국민카드,0,12000,0,"현대백화점그룹: 1.5%적립 | 편의점: 5%할인 | 영화: 3,500원할인"
HERITAGE Reserve(포인트형),KB국민카드,800000,800000,0,쿠폰 서비스: 연 1회제공 | 국내외: 1~3%포인트리 적립 | 특별 서비스: 3가지제공
IBK hi 카드,IBK기업은행,2000,4000,200000,"지하철, 버스 최대: 300원할인 | 아웃백, 빕스: 10%할인 | GS주유소(LPG포함): 40원/L할인"
IBK 국민행복 체크카드,IBK기업은행,0,0,200000,어린이집/유치원: 3%할인 | 병/의원: 3%할인 | 커피: 10%할인
iD MOVE카드,삼성카드,20000,20000,400000,대중교통·택시: 10%할인 | 이동통신: 10%할인 | 커피전문점: 10%할인
iM K-패스 카드,iM뱅크,5000,5000,300000,대중교통: 10%할인 | 배달앱: 5%할인 | 이동통신: 5%할인
JEJUJINI Air Money카드,제주은행,15000,20000,300000,제주지니 가맹점: 3%청구할인 | 국내/해외: 0.7%/1.0%AirMoney적립
K-22(Point),IBK기업은행,219000,220000,500000,TOP포인트 최대: 2%적립 | 바우처: 15만원 상당제공 | 공항라운지: 연 4회무료
Kakaopage 롯데카드,롯데카드,15000,15000,0,카카오페이지 결제시: 5%캐시백 | 국내외가맹점 최대: 0.5%캐시백
KB NEED Edu카드,KB국민카드,25000,26000,400000,전월실적에 따라 교육 관련 업종: 1~3만원할인
KB Pay 챌린지+카드,KB국민카드,30000,30000,0,KB Pay 3회 이용시: 1천포인트리적립 | 매 주 포인트리: 1천점적립 | 이용 리워드: 4천점적립
KB Pay 챌린지카드,KB국민카드,15000,15000,0,KB Pay 3회 이용시: 1천포인트리적립 | 매 주 포인트리: 1천점적립
KB국민 기후동행카드,KB국민카드,10000,0,400000,"커피, 편의점, 약국, 패스트푸드: 5%할인 | KB Pay, 올리브영: 10%할인 | 영화: 10%할인"
KB국민카드 KaPick,KB국민카드,15000,15000,300000,온라인 쇼핑: 10%할인 | 오프라인 쇼핑: 5%할인 | 이동 통신 요금: 5%할인
KMVNO 알뜰폰 카드,KB국민카드,15000,15000,300000,KMVNO 알뜰폰 통신요금: 최대 1만7천원할인
LG U+ 신한카드 Smart 체크,신한카드,0,0,300000,"LG U+ 통신요금: 3,000원캐시백 | GS25: 5%캐시백 | 맥스무비: 2,000원캐시백"
LG U+ 체크카드,KB국민카드,0,0,300000,"LGU+ 이동통신요금: 6,000원~4,000원할인 | 스타벅스: 10%할인 | CGV: 10%할인"
LGE.COM 신한카드,신한카드,25000,28000,500000,LGE.COM: 플러스 서비스 신청 | 생활 서비스 영역 최대: 5% 포인트적립
LOCA 100 Life,롯데카드,20000,20000,750000,생활업종: 5%할인 | 자동차보험료: 3만원할인
LOCA CLASSIC,롯데카드,20000,20000,1500000,국내외가맹점: 최대1%할인 | 하나의 전월 실적으로: 두 장의 카드혜택
LOCA for Auto,롯데카드,20000,20000,1500000,주유: 100원/L할인 | 자동차보험: 1만원할인 | 편의점: 5%할인
LOCA for Edu,롯데카드,20000,20000,1500000,학원/학습지/유치원: 5%할인 | 서점/문구점: 10%할인
LOCA for Health,롯데카드,20000,20000,1500000,병원: 10%할인 | 쇼핑: 5%할인 | 대중교통: 10%할인
LOCA for Shopping,롯데카드,20000,20000,1500000,마트: 10%할인 | 온라인쇼핑: 10%할인 | 편의점: 10%할인
LUNCH 체크카드,SK증권,0,0,300000,점심식사: 10%할인 | 커피: 10%할인 | 편의점: 10%할인
NAMUH 체크카드,NH투자증권,0,0,300000,소셜커머스: 10%할인 | 커피: 10%할인 | 택시요금: 10%할인
New LG전자 베스트샵 PLUS 신한카드,신한카드,10000,12000,500000,LG전자: 5~10%할인 | 베스트플러스: 최고 3%할부포인트 적립 | 롯데월드: 50%할인
New PAYCO 롯데카드,롯데카드,15000,15000,0,PAYCO 결제시: 3%적립 | 국내외가맹점 최대: 0.7%적립
NH농협 부자되세요 아파트카드(비씨),NH농협카드,0,10000,400000,아파트관리비: 최대 1만원할인 | 쇼핑: 최대 1만원할인 | 학원: 최대 1만원할인
NH농협 올바른 하나로(Hanaro) 카드,NH농협카드,13000,15000,400000,"농협판매장: 5%적립 | 생활편의업종: 3%적립 | 병원, 약국: 5%할인"
NH농협 올바른LIFE카드(할인형),NH농협카드,0,10000,300000,온라인쇼핑: 3%할인 | 커피전문점: 5%할인 | 이동통신요금: 2천원할인
NH올원 All100(올백)카드,NH농협카드,8000,8000,300000,백화점: 10%적립 | 대형마트: 10%적립 | 병원/약국/동물병원: 10%적립
NH올원 Rental&넥센타이어카드,NH농협카드,10000,12000,300000,넥센타이어 렌탈료: 최대3만원할인 | 놀이공원: 최대 50%할인
NH올원+(플러스)카드,NH농협카드,23000,25000,0,모든가맹점: 0.7~0.9%적립 | 해외이용액: 1.2%적립
olleh Super DC IBK카드,IBK기업은행,0,10000,300000,"KT 통신요금: 15,000~7,000원할인 | 모든 주유소/충전소: 60원/L할인 | 패밀리레스토랑: 10%할인"
RAUME O (아시아나),삼성카드,0,2000000,0,"아시아나: 1마일/1,000원적립 | 프리미엄: 기프트바우처 | 동반자: 항공권무료"
SILVER FOR LOTTE DEPARTMENT STORE,현대카드,30000,30000,500000,국내외 가맹점: 1%적립 | 롯데백화점: 5%적립 | 롯데백화점: 6개월무이자 할부
SOHO 다사로이+카드,NH농협카드,23000,25000,0,비즈니스: 최대5%할인 | 커피: 30%할인 | 해외가맹점: 최대2%할인
Trip to 로카,롯데카드,20000,20000,300000,국내 가맹점: 1.2%할인 | 해외 가맹점: 2.0%할인
T라이트카드,NH농협카드,0,10000,400000,"통신료: 최대 17,000원할인 | 커피: 1천원할인 | 놀이공원: 50%할인"
wavve카드,KB국민카드,15000,15000,300000,"wavve 월 이용권: 7,900원청구할인 | 식음료: 10%청구할인 | 멤버십 구독: 20%청구할인"
WE:SH Daily 카드,KB국민카드,15000,15000,400000,국내 가맹점: 0.5%기본 할인 | 편의점/커피/올리브영 등: 10%선택 할인 | 데일리 스탬프 연계: 전월실적채워드림
zgm point카드,NH농협카드,50000,55000,0,전가맹점: 0.8~1.8%적립 | SPC 가맹점: 2~5%적립 | 포인트: 5%연 1회 추가 적립
樂SEA(락시),Sh수협은행,20000,22000,500000,승선비: 10%할인 | 낚시 용품: 최대 5%할인 | 전 주유소: 60원/L할인
갤러리아 KB국민카드,KB국민카드,15000,15000,500000,갤러리아 백화점: 5%현장할인 | 갤러리아 백화점(Mall): 5%청구할인 | 갤러리아 백화점(Mall): 천원당 1마일리지적립
국민행복 삼성체크카드,삼성카드,0,0,0,"빅포인트: 0.8~0.2%적립 | 스타벅스: 1,000원할인 | CGV: 1,500원할인"
국민행복카드,BNK부산은행,0,0,0,임신/출산: 진료비지원 | 의료비: 5%청구할인 | 커피전문점: 20%청구할인
국민행복카드(신용),IBK기업은행,0,0,300000,"어린이집/유치원/학원: 5%할인 | 커피전문점: 20%할인 | 병/의원, 산후조리원: 5%할인"
내가그린카드,SBI저축은행,0,0,200000,소셜커머스: 5%할인 | 온라인쇼핑: 5%할인 | 점심식사: 5%할인
넥슨 던전앤파이터 체크카드,하나카드,0,0,200000,"넥슨캐시/세라 온라인충전: 15%캐쉬백 | 대중교통,택시: 5%캐쉬백 | 온라인쇼핑, 생활: 5%캐쉬백"
누리체크카드,KB국민카드,0,0,300000,모든가맹점: 0.2%환급할인 | 주말/공휴일: 0.2%추가환급할인 | 대중교통/택시: 0.2%추가환급할인
뉴GS칼텍스 롯데카드,롯데카드,5000,10000,0,주유소 리터당: 60점적립 | 미용실 최대: 20%현장할인 | 놀이공원: 50%현장할인
다둥이 행복카드,우리카드,0,0,0,"버스, 지하철: 10%할인 | 모아포인트: 최대0.9%적립 | 유아출산의류: 10%할인"
단디체크카드,iM뱅크,0,0,0,"모든주유소: 2%할인 | 영화관: 1,500원할인 | 전국: 놀이공원할인"
더본 신한카드,신한카드,0,10000,0,뺵다방: 30%할인 | 편의점: 5%할인 | 택시: 10%할인
디지로카 Travel,롯데카드,20000,20000,0,기본적립: 국내 1% 해외 1.2%적립 | 특별적립: 항공권 2% 호텔/렌터카 3%적립 | 보너스적립: 1.5만마일적립 (연 1회)
랭킹닭컴 신용카드,KB국민카드,15000,15000,300000,랭킹닭컴: 20%청구할인 | 골프(연습)장: 최대 10%청구할인 | 구독서비스: 10%청구할인
럭키 더블카드,코나카드,0,0,200000,1만원 이상 결제시: 럭키권 2장발급 | 커피빈: 15%할인 | 편의점: 10%캐시백
럭키 유카드,코나카드,0,0,0,1만원이상 결제시: 럭키권 1장발급 | 커피빈: 15%할인 | 편의점: 10%캐시백
레고랜드매니아카드,KB국민카드,100000,100000,400000,레고랜드: 30%할인 | 레고/완구: 10%할인 | 연간 리워드: 8만점적립
롤라카드,롯데카드,15000,15000,400000,롯데계열사: 7%적립 | 주유소: 1%적립 | 롯데주요매장: 5%할인
롯데마트 롯데카드,롯데카드,10000,15000,200000,롯데마트: 10%청구할인 | 놀이공원: 50%할인 | 미용실 최대: 20%할인
롯데체크카드,롯데카드,0,0,0,L.POINT: 0.2%적립
롯데포인트 플러스 카드,롯데카드,5000,5000,0,L.POINT: 더블포인트적립 | 6개월: 슬림할부서비스 | 롯데백화점: 5%할인쿠폰
리디 신한카드,신한카드,0,10000,300000,리디북스: 20%할인 | SPA: 10%할인 | 영화: 4천원할인
모두의 신세계 하나카드,하나카드,12000,12000,400000,신세계백화점: 5%할인 | 간편결제: 5%할인 | 커피/제과/택시: 20%할인
모두투어 투어마일리지 KB국민카드,KB국민카드,0,15000,0,모두투어마일리지: 최대30점적립 | 외식/커피: 10%할인 | 놀이공원: 최대50%할인
밀리언달러 하나카드,하나카드,15000,15000,0,해외수수료: 면제서비스 | 해외가맹점: 0.7%하나머니 적립 | 커피·디지털구독: 20%하나머니 적립
부릉 삼성카드 BIZ,삼성카드,10000,10000,0,"커피,이동통신 등: 최대3%적립 | 영화관: 3,000원할인 | 부가세신고 등: 세무지원서비스"
삼성카앤모아카드,삼성카드,8000,10000,300000,국내외 가맹점: 최대 0.4%포인트 적립 | 모든 주유소: 30원·60원리터당 할인 | CGV 동반 1인: 50%할인
삼성페이 삼성카드 taptap,삼성카드,10000,10000,300000,삼성페이: 10%할인 | 국내외가맹점: 0.3%할인 | 통신요금: 10%할인
샘 쏘영 체크카드,KB국민카드,0,0,50000,스트리밍: 5%할인 | 패스트푸드: 5%할인 | 편의점: 5%할인
스카이패스 KB국민카드,KB국민카드,0,15000,0,"일시불/할부 1,500원당: 1마일기본적립 | GS칼텍스 1,500원당: 1.5마일적립 | 해외 1,500원당: 0.5마일적립"
신세계 BC 바로 리워드 플러스,BC 바로카드,10000,10000,300000,페이북머니: 최대 1.5%기본 적립 | 페이북머니: 최대 30%특별 적립 | 국내 전 가맹점: 2~3개월무이자 할부
신세계 아울렛 BENEFIT 삼성카드,삼성카드,20000,20000,400000,아울렛: 10%할인 | 할인점·슈퍼마켓·편의점: 7%할인 | 배달앱: 10%할인
신한 후불 기후동행 신용카드,신한카드,9000,12000,400000,온라인: 10%할인 | 오프라인: 10%할인
신한카드 B.Big(마이펫 스노우볼 삑),신한카드,0,13000,300000,대중교통: 200~600원할인 | 택시: 10%할인 | KTX: 10%할인
신한카드 Cube Platinum#,신한카드,0,32000,300000,선택서비스: 5%할인 | 1천원미만의: 잔돈할인 | 모든주유소: 60원/L할인
신한카드 Deep Once Plus,신한카드,27000,30000,400000,렌탈 자동이체: 최대 7천포인트적립 | 디지털구독 정기결제: 최대 6천포인트적립 | 커피/편의점/해외이용: 최대 8천포인트적립
신한카드 Hey Young 체크(잔망루피),신한카드,0,0,200000,일상 서비스: 최대 5천원캐시백 | 간편결제 서비스: 최대 5천원캐시백 | 해외 이용서비스: 1.2%캐시백
신한카드 My TeenS,신한카드,1000,0,0,GS25 기프티콘 최대: 6천원증정 | GS25: 행사상품할인
신한카드 Pick E 체크,신한카드,0,0,0,편의점·커피: 10%적립 | 사진·볼링·테니스·스키: 10%적립 | One Pick 맛집: 3천 포인트적립
신한카드 Point Plan 체크 캐릭터형(짱구),신한카드,0,0,200000,일상생활비: 0.2~1%적립 | 주말 배달앱: 포인트적립 | 편의점: 포인트적립
신한카드 The PREMIER GOLD EDITION (아시아나클럽),신한카드,0,1900000,0,"1,000원당: 1마일리지적립 | 프리미어 호텔 서비스: 연 1회제공 | 골프장: 연 2회그린피 무료"
신한카드 Way 체크(쥬라기),신한카드,0,0,200000,대중교통: 5%적립 | 생활편의: 2%적립 | 해외 이용금액: 1.3%적립
신한카드 YaY,신한카드,23000,26000,500000,"배달앱 최대: 30%적립 | 온라인쇼핑 최대: 12,500포인트적립 | 홈게임방: 10%적립"
신한카드 알뜰More(알뜰모아),신한카드,20000,23000,400000,알뜰폰요금 최대: 1만5천원할인
신한카드 집,신한카드,0,12000,0,"주택임대료 최대: 1만5천원할인 | 통신, 인터넷, 보안업체: 자동이체할인 | 아파트관리비: 3천원할인"
신협-신한카드 Air One,신협,0,49000,500000,"1,000원당: 1마일기본적립 | 면세점: 1마일추가적립 | 해외: 1마일추가적립"
신협-신한카드 Love Platinum#,신협,0,50000,0,"백화점,할인점,쇼핑몰: 5%할인 | GS칼텍스: 60원/L할인 | 영화: 7천원할인"
쏙쏙 체크카드,유진투자증권,0,0,300000,온라인 모든가맹점: 10%캐시백
아모레퍼시픽 신한카드,신한카드,17000,20000,300000,아모레퍼시픽 뷰티포인트: 12%적립 | 특별가맹점 뷰티포인트: 5%적립
아시아나 마일리지카드,제주은행,0,15000,0,아시아나 1천원당: 1마일적립 | SK주유소: 60원/L할인 | 영화관 최대: 3천원할인
알파원카드,KB국민카드,0,0,0,다양한 혜택을: 한 장의 카드로이용
어디로든 그린카드,BNK경남은행,15000,17000,0,전기차・수소차 충전 최대: 40%적립 | 공유 모빌리티: 10%적립 | 버스/지하철: 10%적립
어디로든 그린카드,NH농협카드,15000,17000,300000,전기・수소차 충전: 20~40%에코머니 적립 | 교통: 10%에코머니 적립 | 국내 가맹점: 0.2%에코머니 적립
어디로든 그린카드 X LOCA,롯데카드,15000,15000,300000,전기차/수소차: 최대 40%적립 | 대중교통: 10%적립 | 커피전문점: 10%적립
어피치 스윗 체크카드,NH농협카드,0,0,300000,온라인 간편결제: 3%할인 | 카페: 4%할인 | 넷플릭스: 5%할인
언택트 L 하나카드,하나카드,10000,10000,300000,간편결제 최대: 10%할인 | 교통요금 최대: 10%할인 | 온라인쇼핑: 5%할인
에너지 더블 카드,하나카드,20000,20000,400000,에너지 공과금: 10%할인 | 대형마트: 5%할인 | 전기차 충전: 10%할인
에버랜드 삼성카드,삼성카드,20000,20000,300000,에버랜드: 50%할인 | 에버랜드리조트: 3% 솜적립 | 국내 가맹점: 0.5% 솜적립
에버온 EV 카드,KB국민카드,20000,20000,400000,"전기/수소차 충전: 20%할인 | 주차, 세차: 20%할인 | OTT: 20%할인"
에어머니 체크카드,MG새마을금고,0,0,100000,"Air Money: 0.3%적립 | 여행·관광 업종: 3,000원특별적립 | 국내 공항 라운지: 무료이용"
엠베스트 엘리하이 삼성카드,삼성카드,15000,15000,300000,"메가스터디교육: 최대 12,000원할인 | 생활요금: 최대 3,000원할인"
오케이몰 우리카드,우리카드,15000,15000,300000,오케이몰 최대: 2만원할인 | 커피전문점: 5%할인 | 편의점: 5%할인
오키카드 H,OK캐쉬백,0,0,0,국내 전 가맹점: 최대 1.5%무제한 적립
오키카드 S,OK캐쉬백,0,0,0,국내 전 가맹점: 0.5%무제한 적립
올바른 POINT UP+ 카드,NH농협카드,0,23000,400000,기본: 0.7%적립 | 최대: 1.2%추가적립 | 이체수수료: 월10회면제
올바른GLOBAL체크카드,NH농협카드,0,0,200000,해외구매시: 2%캐시백 | 국제공항라운지: 무료이용 | 10대업종: 1.0~0.5%캐시백
올바른HOMETOWN카드,NH농협카드,12000,12000,400000,홈쇼핑: 10%청구할인 | 병의원/약국: 5%청구할인 | 보이스피싱 보상보험: 무료가입
올바른SAFE Platinum카드,NH농협카드,100000,100000,0,"국내외가맹점: 0.7%무제한적립 | 온/오프라인쇼핑: 0.5%추가적립 | 대출보유시: 6,000포인트적립"
올바른TRAVEL카드(중국특화),NH농협카드,0,20000,300000,중국 비자 수수료: 50%할인 | 해외이용금액: 7%할인 | 커피: 10%할인
우리 기후동행카드(신용),우리카드,12000,0,200000,국내 가맹점: 0.8%할인
우리V외국인체크카드,우리카드,0,0,0,외환 환전 송금: 최대 50%환율 우대 | CGV: 최대 4천원청구할인 | 대형마트: 5%청구할인
우체국 우리동네plus 체크카드,우체국,0,0,300000,우체국: 5%캐시백 | 대형마트: 10%캐시백 | 병의원: 5%캐시백
원더카드 HAPPY,하나카드,12000,12000,400000,국내외가맹점: 0.5%할인 | 간편결제: 5%할인 | 동물병원: 5%할인
원스토어 1 하나카드,하나카드,12000,15000,300000,원스토어: 2%할인 | PC게임방: 5%할인 | 배달앱: 5%할인
위 레아카드(포인트),NH농협카드,0,300000,500000,국내외가맹점: 최대2%적립 | 특별가맹점: 2%적립 | 연 1회: 20만원상당바우처제공
위버스 신한카드 체크(TXT),신한카드,0,0,200000,위버스샵: 2%적립 | 생활영역: 5%적립 | 하이브인사이트: 25%할인
유안타 CMA+ 체크카드,유안타증권,0,0,100000,카드이용금액: 연 최대 5%캐시백
이디야 하나카드,하나카드,0,15000,300000,이디야 멤버스 음료쿠폰: 연 12회제공 | 이디야커피: 최대 50%청구할인 | 디지털구독 서비스: 30%청구할인
이마트II KB국민카드(옐로우),KB국민카드,15000,15000,500000,이마트/트레이더스: 최대 30%청구할인 | 스타벅스: 최대 10%청구할인 | 구독서비스: 10%청구할인
이마트에브리데이 SSG카드,SSGPAY. CARD,9000,10000,0,모든가맹점: 1%적립 | SSGPAY 결제 시: 1.5%적립 | 신세계포인트: 추가적립
이사배 카드,IBK기업은행,0,0,300000,드럭스토어: 2천원할인 | 화장품업종: 2천원할인 | 미용실: 2천원할인
적립조아카드,NH농협카드,10000,12000,0,국내이용시: 0.5~1.2%적립 | 해외이용시: 1~1.5%적립 | 해외이용시: 감사포인트적립
제주항공 Refresh Point KB국민카드,KB국민카드,0,20000,0,"제주항공 포인트: 10P/1,200원적립 | 공항라운지: 무료이용"
참! 좋은 kt wiz 카드[체크],IBK기업은행,0,3000,200000,소셜커머스: 20%할인 | 영화: 4천원할인 | 커피전문점: 20%할인
참! 좋은 글로벌 체크카드,IBK기업은행,0,3000,0,해외가맹점: 1.5%캐시백 | 국내가맹점: 0.1%캐시백
참! 좋은 다이소카드(신용),IBK기업은행,0,10000,300000,다이소: 30%할인 | 드럭스토어/헤어: 10~20%할인 | 편의점/커피: 10~20%할인
카드의정석 U+알뜰모바일 CHECK,우리카드,0,0,300000,(30만원 이상) U+알뜰모바일: 2천원캐시백 | (80만원 이상) U+알뜰모바일: 4천원캐시백 | (120만원 이상) U+알뜰모바일: 7천원캐시백
카드의정석 US,우리카드,15000,15000,300000,간편결제: 0.7%적립 | 전기차/수소차: 50%적립 | 대중교통: 10%적립
카카오 T 하나카드,하나카드,20000,22000,300000,"카카오T(택시,대리 등): 2천원할인 | 주유소: 60원/L할인 | KTX, SRT: 5%할인"
카카오뱅크 모임 체크카드,카카오뱅크,0,0,0,"5만원 이상 결제 시: 300원 or 3,000원즉시 지급"
카카오페이 신한 춘식이 체크,신한카드,0,0,300000,카카오페이결제: 2%+2%적립 | 4대 편의점: 5%적립 | 통신요금: 5%적립
카카오페이 체크카드,광주은행,0,0,0,카카오페이: 15%할인 | 온라인쇼핑: 10%할인 | 편의점: 5%할인
카카오페이 체크카드,우리카드,0,0,200000,카카오페이 가맹점: 5%캐쉬백 | 온라인쇼핑몰: 5%캐쉬백 | 편의점/드럭스토어: 5%캐쉬백
카카오페이카드3,카카오페이,0,0,0,MZ라이프팩: 최대 4만 포인트적립 | 어디서나적립팩: 최대 0.4%적립
캐롯손해보험-현대카드M Edition3,현대카드,30000,30000,500000,"캐롯손해보험료 납부 시: 최대 24,000원할인 | 업종별: 0.5~3%적립 | 현대,기아차 구매 시: 1.5%특별적립"
케이뱅크 롯데카드,롯데카드,15000,15000,0,국내외: 최대 1%캐시백 | 커피: 50%캐시백 | 대중교통: 50%캐시백
코오롱몰 우리카드,우리카드,15000,15000,300000,코오롱 FnC 온/오프라인: 5%청구할인 | 코오롱 FnC 온/오프라인: 최대 36개월할부 제공 | 국내외 공항 라운지: 무료 이용서비스
쿠쿠 X LOCA,롯데카드,20000,20000,300000,"쿠쿠 렌탈료: 최대 25,000원할인"
탄탄대로 웰컴카드,KB국민카드,0,15000,300000,대형마트/백화점: 10%할인 | 편의점/홈쇼핑: 5%할인 | 교통/이동통신: 5%할인
탐나는전 체크카드,제주은행,0,0,0,국내 가맹점: 0.2%기본 캐시백 | 제주도 내 가맹점: 0.3%추가 캐시백
톡톡 with카드,KB국민카드,12000,12000,400000,스타벅스: 50%할인 | 온라인 간편결제: 10%할인 | 구독서비스: 20%할인
트래블월렛 하이브리드 롯데카드,롯데카드,20000,20000,0,"트래블 포인트: 1%적립 | 충전 잔액, 충전 한도 부족 시: 하이브리드기능 | 해외 이용: 수수료 면제서비스"
트래블제로카드,코나카드,0,0,0,환전 수수료: ZERO(환율 100% 우대) | 해외: 결제/ATM 수수료ZERO | 국내: 실적/한도없이캐시백/할인
하나 국민행복 체크카드,하나카드,0,0,250000,휴대폰요금 자동이체: 3천원캐시백 | 요식업종: 0.5%캐시백 | 인터넷쇼핑몰: 0.5%캐시백
하나멤버스 1Q 체크카드,하나카드,0,0,200000,편의점: 5%적립 | 베이커리: 5%적립 | 커피: 5%적립
하나멤버스 Mega 체크카드,하나카드,0,0,250000,생활업종 2만원당: 200하나머니적립 | 통신요금: 3천~5천머니적립 | 전가맹점 2만원당: 100하나머니적립
한국투자 the More 체크카드,한국투자증권,0,0,0,국내가맹점: 0.3%캐시백
해피포인트 우리체크 V.2,우리카드,0,0,0,"해피오더, 해피마켓, 해피페이: 10%적립 | 사용횟수에 따라 최대: 21,000P적립 | 해외 이용금액: 1%적립"
해피포인트 체크카드,하나카드,0,0,250000,해피포인트 더블 체크카드: 해당가맹점 20%캐쉬백 | 해피포인트 하나 체크카드: 2만원당 100~200원캐쉬백 | 해피포인트: 5%적립
현대백화점 Fit카드,현대백화점,0,0,0,현대백화점: 5%할인 | 현대백화점 2시간: 무료주차 | H.Point: 20%추가 적립
현대백화점 체크카드,BNK부산은행,0,1000,0,현대백화점: 5%캐시백 | 모든가맹점: 0.2%캐시백
현대카드 Teens,현대카드,2000,0,100000,편의점: 2%청구 할인 | 카페: 2%청구 할인 | 대중교통: 2%청구 할인
현대카드M-경차전용카드 Edition2 (유류세환급),현대카드,0,0,300000,SK에너지·HD현대오일뱅크: 리터당 150원할인 | 경차 유류세: 환급지원
현대카드Z play,현대카드,20000,20000,500000,디지털콘텐츠: 10%할인 | 일반음식점: 10%할인 | 영화: 10%할인
후불 하이패스카드,BNK부산은행,2000,0,0,출퇴근시간: 통행료할인
후불하이패스카드(비씨),NH농협카드,0,2000,0,출퇴근시간: 20~50%할인
훈 체크카드,KB국민카드,0,0,300000,학원: 7%할인 | 서점: 5%할인 | 대중교통: 5%할인
힐튼 아너스 아멕스,롯데카드,247000,250000,0,"1,500원당 최대: 4포인트적립 | 전세계 힐튼 호텔: 주말 숙박권 | 힐튼 아너스 멤버십 등급: 업그레이드"
#any 하나카드,하나카드,12000,12000,500000,디지털 구독: 50%청구할인 | 디지털 결제: 1%청구할인 | 국내/외 전 가맹점: 0.5%청구할인
010PAY 우리카드,우리카드,12000,12000,0,": 0.3%010PAY포인트 적립 | 최대: 1억 당첨 리또증정 프로모션 | 리또 이용 고객: 30,000 010PAY 포인트증정 프로모션"
11번가 신한카드 체크,신한카드,0,0,0,국내외가맹점: 0.1%적립 | 11번가: 0.5%적립
1Q Daily+,하나카드,10000,10000,300000,"국내가맹점: 0.3~1%적립 | 플러스적립: 5,000머니적립 | SK주유소: 3,000원할인"
1Q Daily+[40주년 에디션],하나카드,10000,10000,0,국내가맹점: 최대1%적립 | 플러스머니: 5천머니적립 | SK주유소: 3천원할인
1Q Global VIVA,하나카드,13000,15000,300000,"국제브랜드수수료: 1%면제 | 해외가맹점: 5~9%적립 | 저가항공,면세점: 5~9%적립"
1Q Living+,하나카드,0,10000,300000,"주유,학원: 최대 40,000머니적립 | 플러스적립: 5,000머니적립 | 국내SSM: 1,000원할인"
1Q My Lunch,하나카드,15000,17000,300000,점심식사: 10%적립 | SK에너지: 70머니/L적립 | 통신/교통: 7%적립
1Q Shopping+,하나카드,10000,10000,300000,"마트,백화점: 최대 40,000머니적립 | 플러스적립: 5,000머니적립 | 스타벅스,커피빈: 4,000원할인"
1st Link On 카드,전북은행,19000,20000,500000,디지털 스트리밍 최대: 1만원할인 | 온라인쇼핑: 5%청구할인 | 간편결제: 5%청구할인
1st TRIPLE Platinum 카드,전북은행,30000,33,0,선택업종 최대: 1.5%적립 | 후불교통: 5%J머니 적립 | 주요 카페/베이커리: 5%J머니 적립
1st카드 (포인트 적립형),광주은행,8000,0,0,전 가맹점: 0.5%적립 | 2가지 업종: 1.2%적립 | 영화관: 3천원적립
able Premier Members 카드,KB증권,0,0,0,한도없이: 0.5%캐시백 | 호텔 최대: 50%할인
able 시럽카드,KB증권,0,0,0,Syrup멤버십포인트: 적립서비스 | 모바일쿠폰 최대: 3만원제공 | 호텔 최대: 50%할인
AK KB국민 체크카드,KB국민카드,0,0,300000,AK플라자: 5%할인 | 제주항공: 5%할인 | 커피전문점: 5%할인
AK KB국민카드,KB국민카드,0,12000,300000,"AK플라자 최대: 10%할인 | 제주항공: 10%할인 | 영화: 3,500원할인"
AK우리카드,우리카드,12000,12000,300000,AK플라자: 할인서비스 | 국내가맹점: 0.2%적립 | 공항라운지: 무료이용
AK우리카드 VIP,우리카드,25000,25000,300000,AK플라자: 할인서비스 | 국내가맹점: 0.2%적립 | 공항라운지: 무료이용
AK우리카드 체크,우리카드,3000,3000,300000,AK플라자: 할인서비스 | 국내가맹점: 0.1%적립 | 놀이공원: 50%할인
ALL MY DC,롯데카드,15000,18000,500000,모든가맹점: 1%할인 | 교통/통신/마트: 1.5%할인 | 주유/해외: 1.5%할인
ALL MY DRIVING,롯데카드,15000,15000,300000,"주유: 80원/L할인 | 롯데마트/교통: 10%할인 | 엔진오일: 25,000원할인"
ALL MY LIVING,롯데카드,15000,18000,500000,교통/의료/교육: 5%할인 | 마트/슈퍼/편의점: 5%할인 | 통신/관리비: 5%할인
ALL MY POINT,롯데카드,15000,18000,500000,모든가맹점: 1%적립 | 교통/통신/마트: 1.5%적립 | 주유/해외: 1.5%적립
